"Number of tokens" File
46 UOXF_02bf074492c9af91040d39ad34cc5857.txt
47 UBB_016581b1062800b0adaba40e7d9556bc.txt
48 EDR_000e18a0e3fae84105e3efc9fce7fa10.txt
48 ELTE_0da8b50c79e264eef2fcb9856d22fe76.txt
59 BSR_011832e54043aa162995dbaa78f17bf1.txt
66 UOXF_0393a7c36c8c9d07e6e2abe1813ebde3.txt
70 AUSONIUS_03d41de321de0f2967e576ae4a70e128.txt
72 VND_076a0c97d09cf1a0ec3e19c7f2529f2b.txt
74 UNIPU_00418bf6fe8b5e597aa76f177524eab8.txt
79 BSR_012e008139adbc474d7964629662b506.txt
79 UOXF_021a2b34812e807593adc691afe53b68.txt
84 EDH_001f214832cb1ca67521459e448e20b6.txt
87 VND_06eb61b839a0cefee4967c67ccb099dc.txt
89 UOXF_02237504cb906cee8e3421fb38864918.txt
129 EDH_0016c3e1a93fd4cb92159cc58ed05bcc.txt
146 VND_045117b0e0a11a242b9765e79cbf113f.txt
148 EDH_0024b04449e0e77267734e6f55a525fd.txt
171 EDH_000bad7dfb2a56d5e79a514a27624a37.txt
214 IMJ_701d1f06d1755cc0020e64f6ffd44ed3.txt
6677 total
