Legal text;324
Technical texts: rhetoric;17569
Poetry;48492
Christian theological text;73569
Fiction;43745
Travel literature;17695
Historical writing;21351
Oratory;0
Novel;0
Erudit compilitation;0
Letter writing;0
Philosophy;25351
Technical writing;0
Medicine;0
Rhetorical writing;0
Translation;0
Panegyric;0
Dialogue;11672
Comedy;10950
Christian;0
Tragedy;0
